shop_name,girl_name,girl_url,report_url,evaluations,report_text,cityheaven_url,url_key
カナーズ,メイ,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-47323900/,http://okinilove.com/blog-entry-2802.html#nath2,評価 ★★★★☆ →記事リンク,"店の印象ー
最近電話と店の受付に女性が入ってきましたね。女性の方が優しい感じがするし声も聴き取りやすいので私は好きです。

姫のルックスー
顔は写真と近く目がぱっちりとしてとても可愛らしい。痩せれば超美少女ですね

姫のスタイルー
写真ではグラマーな感じですが実際は結構なぽっちゃりさんです。デブという人もいるのかな？自慢の胸は大きいだけでなく、おわん型でハリもありホントに綺麗です。

おけっけさんはうっすら生えているくらいでした。

姫のキャラクターー
とてもよく話します。かなりのおしゃべりさんですね。話しが途切れる事なくずっと楽しい時間を過ごせます。

姫のプレイー
キスが多いということは口コミでも書かれていましたが、マットの時も全身をお口で舐め上げてくれます。アナル舐めもしてくれます。

会話の途中で何回戦するか？みたいな話になった時、3回戦はしたいと伝えたらマット1回、ベッド2回としっかり姫の方からリードしてくれました。

ベッドでは攻めも受けも良し、フェラも強く激しくしてくれるので、私は優しいフェラより激しい方が気持ち良くすぐに元気になるのでメイ姫のフェラはとても相性が良かったです。

お顔、性格、プレイはレベルが高いのでぽっちゃりを受け入れる事が出来る方ならとても満足出来ると思います。",https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-47323900/,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-47323900
カナーズ,ノア,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-48942563/,http://okinilove.com/blog-entry-2345.html#kappa,評価 ★★★☆☆ →記事リンク,"新規開拓と思い、初めての店で初めての姫に行ってきました。

天国サイトの口コミでは高級店出身・テクあり・積極的みたいな感じで書かれていましたが、特にそんなこともなくマットも聞かれずじまいで無しでした。

あと話がつづかないので、こちらから話題を振らないと沈黙がつづきます。。。。

即即でおそうじF有りでしたが、悪くもないけど、裏も返さないかなといった感じです。

ちなみに高級店は2－か月程度いただけのようです。",https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-48942563/,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-48942563
カナーズ,まどか,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-51364491/,http://okinilove.com/blog-entry-2802.html#moti,評価 ★★★★☆ →記事リンク,"お仕事忙し過ぎて気付いたら半年以上お風呂屋さんに行ってなかったです。
餅です。

たまたま岐阜での予定が早く終わり、どこへ行くか悩んでいた所、まどかちゃんが空いていたので即指名。

口コミが多いのにオキニラブでのレポが無かったので、前々から気にはなっていましたが地雷の可能性も考えて今日に至りました。

結論から言うと地雷ではなかったです。

低身長ですが体型はむっちり〜ぽちゃなので気になる人は要注意です。
お顔もサイトとは違うかな？とは思いつつも許容範囲内。

比較的大人しいタイプでしたが、聞き上手で話上手だったのでプレイ前後のストレスはありませんでした。

プレイの方は基本受身というかそこそこのMなので攻め好きな人との相性はいいと思います。

フェラのテクはそこまで高くなく、ゆっくりと全体を攻めるタイプなので息子が元気になったら即inがよろしいかと。

中身は仕込んでるのか？ってレベルで濡れ濡れだったので、締まりが少し弱く感じられてちょっとだけマイナスポイントでした。

正常位で疲れた後、手マンとクンニで攻めると、若干のマン臭。
僕は無臭よりも臭いがあった方が好きなのでテンションアップし、ムスコも喜びを隠せない状態に。

しばらく攻めて一度イってもらい、膝立ちで舐めてもらった後はバックで突入。

すると、穴の中には愛液が溢れており、まるでローションを大量に入れたオナホに挿入したような心地良さに思わず脳が溶かされました。

本能のままに腰を振ると、下品な音を鳴らしながら愛液を溢れさせる秘部は初めてでしたね。

まどかちゃんも気持ちよかったようで、頼んでもいないのに淫語を連発する始末。
程なくして我慢が出来なくなってきたので、奥にたっぷりと放出してあげました。

ピロートークではお互いに恋愛相談をしたり、もっと色んな攻め方をして欲しい等、盛り上がりまくったので、また遊ぼうかと思っています。",https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-51364491/,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-51364491
カナーズ,ミオン,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-52342166/,http://okinilove.com/blog-entry-2802.html#nath,評価 ★★★☆☆ →記事リンク,"月木しか出勤しないレア姫とたまたま日程があったので会いに行きました。

姫のルックスー
ヘブンの写真を見て誰が想像出来るでしょうか？まさかの金髪ギャル！！肌の色まで違う！！完全なギャルです。ここまでのパネマジは初めてです。

姫のスタイルー
「100cmの巨尻」を売りにしており確かにデカい！上半身は普通体型でお尻と太ももだけデカく少し日焼けしているという外人さんみたいなスタイル。

好きな人は好きなんでしょうが私は写真の様な色白で少しムッチリスタイルを期待していたのでちょっと残念。

姫のキャラー
ひと目見たときは「やっちまったな～」と思ったがにこやかに笑いかけてくれて自分から手を繋いで話しかけてくれたのでここで少し安心。普段は昼職てしっかり働いているだけあって話すときは笑顔で、基本敬語て話すので性格はとても良く気分良く話せます。

それ程会話が途切れる事なく楽しく過ごせました。プライベートでのH体験も話してくれますが、この後のプレイを体験すると、ちょっと話し盛ってる様な、、、。

姫のプレイー
マットは腰痛の為今は出来ないということでベッドのみで。見た目の派手さと、H体験の話は完全に肩透かし。もう、ごくごく普通。特筆する様な事は何も無いです。

致命的だったのが、乳首を触ると体を動かしたり手でガードしたりとほとんど触らしてくれない。受け身ではそんな感じで、攻めてもらっても乳首を少し舐めてからすぐにフェラで挿入。

一応声は出してくれるのですがなんか乗り切れないまま終わってしまった感じ。ただ、フェラは棒を先端から根元まで上下してくれて特にカリに唇が当たる時気持ち良かった。でもどう言ったら良いのか分かりませんが上手いって感じではないんですよね、、。

それなりに楽しい時間だったし、しっかり2回戦こなしたので損したまでは思いませんが、なんかモヤモヤが残る感じ。

写真の超パネマジは身バレを防ぐ為と言っていましたがやっぱりやり過ぎ。
ギャル好きならイイんじゃないですか？私はリピ無し。",https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-52342166/,https://www.cityheaven.net/gifu/A2101/A210101/yakata/girlid-52342166
ギャルズパラダイス,のん,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1055971/?aid=ad_001,http://okinilove.com/blog-entry-2317.html#takataka,評価 ★★★★☆ →記事リンク,"直ぐ案内あって良かったんですが、電話対応は良くないですね。

確認の復唱も、何こいつ？そんな事も知らないの？みたいな感じで、応対されます。
はっきり言わないから、確認してるのに。

肝心な女の子は大当たりとはいかなかったものの、ハズレではない感じで、結果当たりかなぁ、といった感じです。

体型はぽってりしてるんでちょいがっかりですが、シャワーの時もキスしてくれたり、触ったり、触らせてくれたりします。

なんて呼んだらいいですか？ってなかなかそんな事言ってくれる子いないんで、良い子だと思います。

肝心のプレーは受けもしてくれて、声も出て感じてくれる所いいです。
下もキツくて、指一本できつい。
舐められるのも、手でされるのも好きみたい。

攻めは手コキと口でけっこう直ぐいかせようとしてきます。
テクは並って感じです。

SPもゴ〇ありであれば、お願いして、お願いすれば、絶対駄目って感じではなさそうです。
正常位で激しくするのが好きみたいですのでそれでいけました。

最後のシャワーのタイミングでお茶入れてくれた、いい子です。

出稼ぎの不定期なんでもういないかもしれません。",https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-26024024/,https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-26024024
ギャルズパラダイス,あずさ,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1065081/?aid=ad_001,http://okinilove.com/blog-entry-402.html#doutei,最高評価 ★★★★★ →記事リンク,"AF目的で予約。

可愛いギャルメイクと、むっちりの体。
年齢は実際23歳くらいかなあ、、シャワーを浴びてベッドでおしゃべり。

向こうから、、ということはなく、こちらからやりたいことをどんどん言っていきましょう。

ちょっとイチャイチャして最終的にＡＦをお願いすると、自分からＡにローションを準備して、お尻を突き出してきます。

挿入してみるといままで喋っていた声とは全くの別の声で喘ぎます。
めちゃくちゃ喘ぎます。声デカいです。

演技なのか本当なのか分かりませんが、どっちでも良いと思えるほどに興奮します。
Ａはだいぶ使い込まれているようで、別の人と比べると簡単に入った印象。

ただ、吸いつきがすごい。
大きな喘ぎ声とバキュームＡでトリップしそうになります。

速攻イキそうになりましたが何とか数分耐え、そのままフィニッシュ（もちろんＧあり）

ＳＰは交渉しませんでしたが、プレイ後の会話からするとあんまりやりたそうではなかったです。
ＡＦをお願いしましょう。

私、自慢ではありませんがまあまあサイズが大きいのでＡＦのお店では良く断られていました。
出来ても締め付けられすぎて逝けないことも多々ありました。この子は、すんなり入ってその上気持ちいいです。

あと、ＡＦ無料の子って正直ブスばっかりじゃないですか？
この子は普通に顔も可愛いです。

メイクによるかもしれませんが、狸顔で良く笑うし愛嬌があります。",,
ギャルズパラダイス,なほ,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1098685/?aid=ad_001,http://okinilove.com/blog-entry-402.html#miruton,評価 ★★★☆☆ →記事リンク,"かなりのパネマジでした。
不細工ではないけどパネルは加工し過ぎ。

当方利用時のプロフは１８歳だったが、プレイの合間に(-。-)y-゜゜゜するとあたしも良いかなと(-。-)y-゜゜゜
未成年はダメだと注意すると本当は２3歳だよと更にヘビスモであることまで暴露。

キスは積極的だが基本M　膜蟻で5Kと持ち掛けられたが追銭までしてやりたいタイプでは無かったのでパス。

甘えてる時の顔は可愛いが素で笑うと笑顔が不細工という残念な子。
この年齢で業界５年目のベテラン。

追銭本〇断って以降の時間はテンション下がったのかやる気無さそうな素振りになったのはマイナス。
T148 ・ 84 (B) ・ 55 ・ 84とあるようにロリ好きにはストライクな体型。

素で話すと結構言葉使いもよろしくない。
良い環境で育ってないなこの子。

パイパンなので攻めやすく感度は良いがトータルでリピはない。",https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-29978787/,https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-29978787
ギャルズパラダイス,かおる,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1100052/?aid=ad_001,http://okinilove.com/blog-entry-402.html#sasuke,評価 ★☆☆☆☆ →記事リンク,"随分とご無沙汰しております。

最近は、オキニが1人見つかり平和な風俗ライフを送っていたのですが、そのオキニが出稼ぎで月に一度の短い期間の出勤で自分のイきたいタイミングでイケないこともあって出稼ぎでは無い女の子を探して放浪の旅を再開しました。

そこで、このお店の無料ローション風呂のキャンペーンに惹かれて女の子探しヘ○ンの口コミを見て突撃してまいりました。

結果は...久しぶりの撃退でした！
いやぁ～、キツかったです。

自分のタイプでは全く無いです...

歳を感じさせる顔、乳、腹、足
シャワーの時にチンコがほとんど反応しないなんて久しぶりでした

ベッドでもフェラだけしてもらいキスなどのコチラからの攻めは一切無しで完全マグロ状態
イケるかも不安でしたが、最後振り絞り発射しましたが、

嬢の名誉の為にも良かった点を挙げるとするならば、会話のキャッチボールがしっかり出来た事かな

ただし、本当に自分のタイプでは無かったので会話も盛り上がろうとせずに早く時間よ経ってくれと願うばかり

まだ、今後も出稼ぎではない女の子の旅を続けます。
次回は、ハズレがない様に名古屋の人気嬢に入ります。

ただ、人気嬢って予約が取れないからオキニとして少し気が引けるんですよね。でも、もう、そんな事は言ってられないので皆さま！！！次回のサスケレポートをご期待下さいませ！",https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-29978787/,https://www.cityheaven.net/aichi/A2305/A230504/gals_paradise/girlid-29978787
ギャルズパラダイス,みかほ,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1102955/?aid=ad_001,http://okinilove.com/blog-entry-402.html#ningen,評価 ★★☆☆☆ →記事リンク,"ギャルパラはあまりいい思い出はないですがたまたまパネルが超タイプな嬢がいたので突撃です。

9割騙されてるのはわかってるのですが残りの1割に期待してしまうのが男の性です。

ホテルで待つこと数分、部屋に入ってきた嬢は何か違う。
不細工と言うほどではないが少なくともパネルの面影はほぼ見えないほどの別人。
ここで今日の敗北はほぼ決まりです。

話をすると大阪からの出稼ぎとのこと。
これはダメそう。

話もそこそこシャワーを浴びますがとにかく事務的。
市役所に来たのかと思うレベルです。ただおっぱいだけは最高級です。

こんな地雷久しぶりに踏んだなと思いつつとりあえずやることやろうと切り替えます。
が、ベッドに入るとまさかのDK拒否。そんな嬢もう何年も入った記憶がないよ…

おまけに乳首は片方痛いから触るなとのお達し。
まあでも切り替えて出来ることはやります。
すると生きてる片方の乳首は無駄に反応がよい。

乳首責めるだけイッてしまいました。
乳首でイク嬢はなかなか希少なので少しテンションが回復します。

ちょっと見直したところで攻守交代。
すると、とにかく手コキ手コキの一点張りでフェラはほぼなし。
ただ手コキだけは無駄に上手い。

これは仕方ないと気持ちを切り替えて授〇手コキでフィニッシュ。
何かいつもの数倍飛んで最終的には滅茶苦茶気持ちよく終わりました。

その後時間があったので話をしましたが最終的には仏頂面からよく笑う子に変わっていました。
人見知りするタイプなのかな

色々と地雷要素は満載ですがギリギリ踏みとどまった感じの結構なレア体験でした。",,
ギャルズパラダイス,いのり,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1124664/?aid=ad_001,http://okinilove.com/blog-entry-402.html#takesao2,評価 ★★☆☆☆ →記事リンク,"深夜に性欲に負け見た感じ可愛かったいのりちゃんを指名

元メイドさんらしくおしゃべりがすごく楽しかったです
ほぼおしゃべりで終わってしまった

深夜2時過ぎ…この時間は厳しい
1回戦でダウンでした

プロフではお胸Eとのことでしたが現実はBくらいでした残念…写真とか見ればわかるんだけど

お話の中でタダでSPはしないらしいです
お小遣いあげたらワンチャン？

う～ん、リピは申し訳ないけどないかな",,
ギャルズパラダイス,ミサト,https://www.yoasobi.co.jp/tokai/deli/shop/7665/girl/1130937/?aid=ad_001,http://okinilove.com/blog-entry-402.html#kurosuto,評価 ★★★☆☆ →記事リンク,"2021/1に入店。
定期的に黒ギャルとしたくなる性があり、この日はネット見ていたらたまたま、見つかったので突入することに！

会ったときはラストだったのもあるせいか、化粧が剥げて別人な感じでした。ブサイクではないと思います。

マスクも着けていなく、服装は不潔にも見える感じでしたか、ギャルっぽいのでOKとゆーことで。
名古屋からの出稼ぎ嬢だったので、時間が経てばまとまった出勤あるかも。

最初は話からやる気なさそーな感じがしましたが、ラストだったので疲れているだけで積極的ではないにしろ、会話は楽しかったしこちらの要望は全部聞いてくれました！

特に黒ギャルパイパンの顔面騎乗は興奮度高かったです！
まん汁を顔に染み込ませ、69から女の子のアナルもベロベロ堪能して、クンニへ！

クリがでかかったので、クリ吸いしましたが感じてるけどイキきれていない感じ。。。
クリ吸いは敏感なところを直で吸うので、吸い加減が難しく興奮して強く吸おうものなら女の子のトラウマなります！

だけど、この子は平気な感じだったので吸引力をあげたらあえぎ声と脚のピクつき具合がいー感じに！！
もっと強くて良いというので、ダイソン並みの吸引力にあげたら女の子はイキました(笑)

本人いわくデンマ使いすぎて刺激に慣れているかもとのこと！

女の子は疲れていましたがフェラや乳首舐めも頼めばやってくれたので、この辺はギャル感あります！
最後は乳首舐め手コキで締めました！

時間の早い時に入っていればなーって感じでした！

SPは追加１でやってるとのこと！
超SPは1.5~2とのことです。

顔写真とのギャップと清潔感、ビジネスライクな感じから個人的にリピは無しです。
黒ギャルにはエロさを求めていたので作業的な感じではなく、痴女感あればリピありですね！",,
